LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
TUR,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2021,36778.57383,
USA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,USD,A,2021,63624.6697,
USA,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2021,42380.7412,
USA,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2021,79477.8095,
COL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,USD,A,2020,43073.40685,
COL,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2020,23618.55676,
COL,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2020,49534.37554,
CRI,TEACHERSALARY,EARLYCHILDEDU_15YREXP,USD,A,2021,33115.30047,
CRI,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2021,26240.8421,
CRI,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2021,39989.75884,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,USD,A,2021,37891.32842,
ISR,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2021,26637.79147,
ISR,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2021,65508.80704,
LVA,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2021,16534.05702,
LTU,TEACHERSALARY,EARLYCHILDEDU_15YREXP,USD,A,2021,35391.76484,
LTU,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2021,40286.99404,
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,USD,A,2021,46466.44179,
SVN,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2021,31000.66461,
SVN,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2021,53699.36642,
ISL,TEACHERSALARY,LOWSRY_15YREXP,USD,A,2021,45371.40457,
ISL,TEACHERSALARY,LOWSRY_START,USD,A,2021,42592.95853,
ISL,TEACHERSALARY,LOWSRY_TOP,USD,A,2021,46451.04551,
ISL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,USD,A,2021,45371.40457,
ISL,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2021,42592.95853,
ISL,TEACHERSALARY,EARLYCHILDEDU_TOP,USD,A,2021,46451.04551,
BRA,TEACHERSALARY,LOWSRY_START,USD,A,2019,14344.89454,
BRA,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2019,14344.89454,
LTU,TEACHERSALARY,LOWSRY_START,USD,A,2021,30826.66083,
LTU,TEACHERSALARY,EARLYCHILDEDU_START,USD,A,2021,30826.66083,
ISL,TEACHERSALARY,UPPSRY_15YREXP,USD,A,2021,48216.22513,
ISL,TEACHERSALARY,UPPSRY_START,USD,A,2021,39977.83572,
ISL,TEACHERSALARY,UPPSRY_TOP,USD,A,2021,48216.22513,
BRA,TEACHERSALARY,UPPSRY_START,USD,A,2019,14344.89454,
LTU,TEACHERSALARY,PRY_START,USD,A,2021,30826.66083,
LTU,TEACHERSALARY,UPPSRY_START,USD,A,2021,30826.66083,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,87.46798395,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,86.15804321,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,87.86092943,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,90.79880335,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,89.82715662,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,91.47244972,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,93.92189095,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,94.24052926,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,97.62540553,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,98.0133906,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,101.5673821,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,102.1646323,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,102.9382652,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,98.29998692,
AUS,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,105.8398447,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,87.35904481,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,85.37851727,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,87.14918085,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,89.70615704,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,89.92284668,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,91.56989246,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,93.17222897,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,93.60383602,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,97.76410328,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,98.03802252,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,101.6755787,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,101.7977512,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,102.8873567,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,104.1742997,
AUS,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,106.2127622,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,87.46798395,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,86.15804321,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,87.86092943,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,90.79880335,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,89.82715662,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,91.47244972,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,93.92189095,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,94.24052926,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,97.62540553,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,96.53241448,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,101.5673821,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,102.1646323,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,102.9382652,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,104.1526215,
AUS,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,105.8398447,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,87.85088457,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,85.60994028,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,87.87728403,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,88.2027022,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,88.54033344,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,90.54973405,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,92.5224796,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,93.52028229,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,99.09619825,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,98.93206854,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,102.2480219,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,102.6614577,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,103.4666223,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,109.0618039,
AUS,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,109.0351193,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,86.91937088,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,99.47796851,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,99.54254283,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,100.2778309,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,100.7646971,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,102.8697215,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,103.9395677,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,102.5821432,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.0622896,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,101.1327417,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,99.98248722,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,105.2770721,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,105.1990674,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,105.2427196,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,106.1284008,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,107.5881318,
AUT,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,107.6915425,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,90.18343258,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,99.30151073,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,99.87349779,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,100.3709619,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,100.7773102,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,102.9185632,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,103.8432718,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,102.3875744,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,101.7700041,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,100.8784148,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,99.86263713,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,108.2551295,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,108.1760951,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,108.3258183,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,109.3451777,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,111.1182892,
AUT,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,111.0873361,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,89.17108588,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,94.13019691,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,94.75840511,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,98.86698733,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,99.97879266,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,102.3704835,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,103.9045446,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,102.5782155,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,101.9597926,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,101.0940375,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,100.1183505,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,107.8002327,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,107.0056526,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,107.1353854,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,107.8107211,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,108.84839,
AUT,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,108.8522615,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,87.73631083,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,93.60391516,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,94.39311836,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,94.12875797,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,96.15016935,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,101.9582288,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100.1663241,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,97.8120792,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,95.66457448,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,97.3145913,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,97.0710403,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,92.63725713,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,93.21135451,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,97.96045551,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,95.10332093,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,97.35225636,
DNK,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,97.97359432,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,89.24272569,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,95.21107561,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,96.01382927,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,95.74492986,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,97.80104847,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,103.7088312,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100.4394205,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,98.07875689,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,95.9244173,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,97.57857629,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,97.35508981,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,93.0057275,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,93.58220924,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,97.69191282,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,95.81315369,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,98.07891063,
DNK,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,98.70486197,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,101.0438647,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,94.24518083,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,97.04300359,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,94.68727546,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,95.61892153,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,97.75908548,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,97.29897894,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,95.01212629,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,93.1155402,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,91.98992134,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,97.70682548,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,90.84370578,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,91.3617144,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,92.96984834,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,93.53230377,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,94.5772158,
DNK,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,94.19237096,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,88.30483786,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,100.3015504,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,101.0922287,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,100.687824,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,102.8503316,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,102.0509287,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,101.6642849,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,99.27483287,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,98.86891944,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,97.96894261,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,98.47390731,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,96.41525377,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,97.82390798,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,98.11145308,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,94.74039987,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,96.98098861,
DNK,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,97.59978957,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,87.14651939,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,99.01121642,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,101.8518509,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,102.2935066,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,104.1449707,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,103.9078833,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,105.6487016,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,104.4300412,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.9917942,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,101.7325619,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,100.4646157,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,100.0678015,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,99.45496533,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,98.34685601,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,98.41213563,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,98.64075798,
FIN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,100.4047316,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,83.03455255,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,94.94963684,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,101.0510199,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,101.4893413,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,104.145151,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,103.9078665,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,105.6490654,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,104.4303174,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,102.9920156,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,101.7329211,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.4647422,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,100.0676621,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,99.45482678,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,98.34684515,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,98.41205046,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,98.64081264,
FIN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,100.9471867,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,88.78203393,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,96.67850469,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,99.98168085,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,100.4154019,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,102.2019239,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,101.9691298,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,103.5749102,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,102.3803013,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,102.9917733,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,101.7325102,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,100.4647557,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,100.0678018,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,99.45496562,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,98.34697027,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,97.41939475,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,98.62201088,
FIN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,100.3784407,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,85.43675308,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,92.60385575,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,94.17638523,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,94.30676218,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,99.27353582,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,99.04741596,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,101.994379,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,100.8181145,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,99.59836743,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,98.46807908,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,97.5614723,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,100.3658773,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,99.7512156,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,98.6398331,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,99.49925139,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,99.40896836,
FIN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,101.6250184,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,107.3271371,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,102.5834809,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,101.9567711,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,100.9853026,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,99.19308136,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,99.19358237,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100.1929674,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,99.18057793,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,97.59159154,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,96.57228927,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,96.18472178,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,99.83899121,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,101.4630314,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,101.2246706,
FRA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,100.5632046,
